timestamp,open,high,low,close,volume,close_time,quote_asset_volume,trades,taker_base_vol,taker_quote_vol,ignore
2023-01-01,0.24580000,0.25000000,0.24340000,0.24990000,49487029.50000000,1672617599999,12195300.86294000,26077,26260163.20000000,6472306.00912000,0
2023-01-02,0.24990000,0.25650000,0.24660000,0.25380000,75458284.60000000,1672703999999,19077666.03478000,41366,39026007.30000000,9868596.14302000,0
2023-01-03,0.25380000,0.25550000,0.25020000,0.25290000,71671057.10000000,1672790399999,18118088.32028000,35667,34921017.90000000,8830214.00656000,0
2023-01-04,0.25290000,0.27080000,0.25180000,0.26780000,148810996.50000000,1672876799999,39307216.21345000,81093,77143345.90000000,20391284.27607000,0
2023-01-05,0.26780000,0.27130000,0.26330000,0.26920000,81943632.60000000,1672963199999,21875835.63976000,50246,41577762.60000000,11102597.57660000,0
2023-01-06,0.26920000,0.27980000,0.26710000,0.27860000,171198727.60000000,1673049599999,46709200.59142000,91513,85435452.40000000,23313758.01995000,0
2023-01-07,0.27850000,0.28060000,0.27230000,0.27680000,72623368.20000000,1673135999999,20043246.99803000,43840,34331752.90000000,9475851.34513000,0
2023-01-08,0.27680000,0.29900000,0.27420000,0.29740000,196047722.80000000,1673222399999,56211406.76293000,115112,102786505.60000000,29481600.72780000,0
2023-01-09,0.29750000,0.34600000,0.29550000,0.31680000,405177005.90000000,1673308799999,130535883.67986000,289600,204970775.80000000,66028132.55723000,0
2023-01-10,0.31680000,0.32530000,0.30630000,0.32220000,184082448.10000000,1673395199999,58443335.34537000,111866,92508102.60000000,29379189.34868000,0
2023-01-11,0.32220000,0.32350000,0.30750000,0.32300000,144048586.50000000,1673481599999,45390642.83380000,93951,71986686.40000000,22683947.26887000,0
2023-01-12,0.32300000,0.33510000,0.31540000,0.32930000,248440812.50000000,1673567999999,80984073.16599000,160006,126294016.40000000,41172653.23987000,0
2023-01-13,0.32930000,0.35090000,0.32370000,0.34560000,150546494.00000000,1673654399999,50290558.79069000,132896,75438244.80000000,25211615.56371000,0
2023-01-14,0.34550000,0.36970000,0.33200000,0.35250000,288977177.50000000,1673740799999,102311533.60626000,269368,145077040.50000000,51391276.53754000,0
2023-01-15,0.35260000,0.35390000,0.33850000,0.35070000,132983094.30000000,1673827199999,46120700.65588000,111654,65033920.60000000,22558338.22857000,0
2023-01-16,0.35080000,0.36400000,0.33760000,0.35040000,156864828.50000000,1673913599999,55154485.19975000,135456,77392992.80000000,27219905.33959000,0
2023-01-17,0.35050000,0.35760000,0.34300000,0.34550000,101591352.20000000,1673999999999,35648563.00154000,96893,48489980.60000000,17018564.99565000,0
2023-01-18,0.34550000,0.35550000,0.32370000,0.32640000,170018857.20000000,1674086399999,57705260.14865000,158161,79570251.90000000,27001317.79739000,0
2023-01-19,0.32640000,0.34300000,0.32550000,0.33790000,80228314.70000000,1674172799999,26780825.48138000,72624,39016752.20000000,13024231.14447000,0
2023-01-20,0.33800000,0.36570000,0.33360000,0.36520000,130767450.60000000,1674259199999,45603264.59433000,114788,65123062.00000000,22716523.03645000,0
2023-01-21,0.36510000,0.38070000,0.35690000,0.36870000,228951787.00000000,1674345599999,84320415.92165000,195678,112872294.50000000,41556323.20503000,0
2023-01-22,0.36860000,0.38720000,0.36290000,0.37640000,205382044.00000000,1674431999999,77558380.58987000,184535,99553566.70000000,37602866.43679000,0
2023-01-23,0.37640000,0.38360000,0.36870000,0.37500000,168920181.80000000,1674518399999,63438244.67728000,147715,81879022.10000000,30760516.00165000,0
2023-01-24,0.37500000,0.38300000,0.35520000,0.35870000,111749419.50000000,1674604799999,41728216.60846000,107485,53848740.90000000,20115308.60898000,0
2023-01-25,0.35880000,0.37970000,0.34690000,0.37320000,125501560.20000000,1674691199999,45186532.40450000,122744,59116298.60000000,21301588.09424000,0
2023-01-26,0.37330000,0.38920000,0.37110000,0.37960000,152020632.10000000,1674777599999,57639690.96446000,134337,75092935.70000000,28485506.60354000,0
2023-01-27,0.37960000,0.39100000,0.36780000,0.38980000,112713613.30000000,1674863999999,42795611.93104000,104457,55291962.10000000,21010385.06595000,0
2023-01-28,0.38980000,0.39800000,0.37800000,0.38190000,119208593.20000000,1674950399999,46208585.48443000,108375,58676329.60000000,22741508.95489000,0
2023-01-29,0.38180000,0.39910000,0.37680000,0.39750000,102929204.60000000,1675036799999,40157767.99062000,99708,52194606.10000000,20373516.36885000,0
2023-01-30,0.39760000,0.39820000,0.36520000,0.37250000,134336665.00000000,1675123199999,51134971.00427000,124556,61467635.20000000,23401299.29000000,0
2023-01-31,0.37250000,0.39980000,0.36810000,0.39020000,156301183.00000000,1675209599999,59967794.67052000,136857,77326666.90000000,29674233.67157000,0
2023-02-01,0.39020000,0.40180000,0.37100000,0.39700000,162998963.90000000,1675295999999,62784020.14042000,176466,80927462.50000000,31198496.73249000,0
2023-02-02,0.39700000,0.41360000,0.39210000,0.39810000,179215658.30000000,1675382399999,72380820.23897000,185499,88934062.10000000,35929726.81432000,0
2023-02-03,0.39810000,0.40700000,0.39440000,0.40380000,112231580.70000000,1675468799999,45021086.33001000,110403,55478843.70000000,22252425.40832000,0
2023-02-04,0.40370000,0.40550000,0.39750000,0.39940000,69665961.00000000,1675555199999,28001934.44779000,67191,33519331.10000000,13473213.28057000,0
2023-02-05,0.39930000,0.40190000,0.38210000,0.39230000,104454046.00000000,1675641599999,40964679.72236000,99821,49438702.00000000,19385442.12962000,0
2023-02-06,0.39230000,0.40330000,0.37950000,0.38230000,110247851.90000000,1675727999999,43173103.61455000,103365,54205265.70000000,21242299.99024000,0
2023-02-07,0.38230000,0.39980000,0.38140000,0.39890000,107246776.80000000,1675814399999,41771566.35595000,104067,54890952.00000000,21395306.38199000,0
2023-02-08,0.39890000,0.40350000,0.38530000,0.39420000,92872527.40000000,1675900799999,36786726.66031000,89570,45702981.40000000,18104835.21021000,0
2023-02-09,0.39420000,0.39570000,0.35430000,0.36220000,151503834.40000000,1675987199999,57086936.96953000,147128,72325490.70000000,27259377.19044000,0
2023-02-10,0.36220000,0.36560000,0.35340000,0.35810000,104289819.10000000,1676073599999,37588836.43568000,101653,50105196.10000000,18063652.88862000,0
2023-02-11,0.35800000,0.37020000,0.35670000,0.36840000,55904954.90000000,1676159999999,20214834.50522000,53308,26913298.00000000,9736499.46201000,0
2023-02-12,0.36850000,0.37380000,0.35960000,0.36410000,57416092.20000000,1676246399999,21128707.77172000,60634,28403827.90000000,10454436.19990000,0
2023-02-13,0.36410000,0.36570000,0.34500000,0.35930000,114427322.00000000,1676332799999,40573133.72658000,113480,53431788.20000000,18951972.47123000,0
2023-02-14,0.35930000,0.39310000,0.35450000,0.38670000,156990175.90000000,1676419199999,58628401.20211000,149699,82589661.10000000,30859079.29432000,0
2023-02-15,0.38680000,0.42000000,0.38190000,0.41900000,151591225.30000000,1676505599999,59778979.44605000,154132,82923592.90000000,32705015.23449000,0
2023-02-16,0.41900000,0.42130000,0.38620000,0.38740000,174768994.00000000,1676591999999,70700360.39255000,178497,84267748.80000000,34116379.58747000,0
2023-02-17,0.38740000,0.40980000,0.38540000,0.40330000,123524213.60000000,1676678399999,49269938.14967000,122095,62058671.20000000,24747451.94108000,0
2023-02-18,0.40330000,0.41840000,0.39760000,0.40600000,89590271.50000000,1676764799999,36365358.17068000,84846,45868526.30000000,18613623.49162000,0
2023-02-19,0.40600000,0.41220000,0.39680000,0.39950000,98181230.10000000,1676851199999,39725311.70805000,108949,45484690.90000000,18406188.83204000,0
2023-02-20,0.39940000,0.40980000,0.38930000,0.40380000,116906377.70000000,1676937599999,47218475.77844000,115745,57874925.70000000,23378181.95623000,0
2023-02-21,0.40370000,0.40590000,0.38550000,0.39250000,119823429.00000000,1677023999999,47413672.78624000,110747,57083255.30000000,22597573.17159000,0
2023-02-22,0.39260000,0.39290000,0.37690000,0.38880000,123152287.00000000,1677110399999,47282477.88503000,111822,59787851.50000000,22951709.94963000,0
2023-02-23,0.38890000,0.39490000,0.37940000,0.38240000,81228997.50000000,1677196799999,31463531.76665000,83429,39421496.50000000,15271469.52866000,0
2023-02-24,0.38240000,0.38520000,0.35800000,0.36580000,136530140.70000000,1677283199999,50738363.87517000,127749,62596698.40000000,23263710.96111000,0
2023-02-25,0.36570000,0.36770000,0.35120000,0.36200000,93356389.80000000,1677369599999,33675461.15039000,80371,45265329.70000000,16327230.54597000,0
2023-02-26,0.36210000,0.37040000,0.35770000,0.36910000,62253729.40000000,1677455999999,22631805.59683000,57750,31115899.00000000,11313704.29942000,0
2023-02-27,0.36900000,0.37020000,0.35760000,0.36470000,71396733.70000000,1677542399999,25990074.91173000,71429,33858556.80000000,12323964.73522000,0
2023-02-28,0.36470000,0.36800000,0.34850000,0.35170000,76748794.60000000,1677628799999,27548861.71386000,86272,36452572.50000000,13087868.10199000,0
2023-03-01,0.35180000,0.36440000,0.34930000,0.36010000,67671797.70000000,1677715199999,24311805.19254000,75377,33270167.60000000,11949849.25544000,0
2023-03-02,0.36010000,0.36150000,0.34450000,0.35040000,81854576.80000000,1677801599999,28749147.23269000,78671,40177243.40000000,14113214.24989000,0
2023-03-03,0.35050000,0.35090000,0.32120000,0.34310000,163025922.00000000,1677887999999,54562645.84593000,139913,79206359.10000000,26511608.06145000,0
2023-03-04,0.34310000,0.34480000,0.33030000,0.33660000,56432771.90000000,1677974399999,19063925.61130000,53014,27736954.50000000,9369593.93485000,0
2023-03-05,0.33660000,0.34300000,0.33460000,0.33700000,53269370.70000000,1678060799999,18030471.34132000,53829,25189297.60000000,8526134.11512000,0
2023-03-06,0.33700000,0.33870000,0.32910000,0.33050000,72882197.20000000,1678147199999,24278531.64390000,62856,36303715.10000000,12095340.00393000,0
2023-03-07,0.33060000,0.33480000,0.32090000,0.33060000,99209654.50000000,1678233599999,32593724.15893000,85305,47272909.60000000,15538255.55270000,0
2023-03-08,0.33050000,0.33280000,0.31330000,0.31750000,110501100.50000000,1678319999999,35628787.90035000,97286,53611724.10000000,17293037.38551000,0
2023-03-09,0.31750000,0.32230000,0.30120000,0.31010000,191520024.20000000,1678406399999,59701621.64674000,127559,90470336.20000000,28203437.48098000,0
2023-03-10,0.31020000,0.31820000,0.29760000,0.31490000,184446629.20000000,1678492799999,56788935.68243000,148800,91536539.00000000,28207592.82835000,0
2023-03-11,0.31490000,0.32280000,0.30130000,0.30510000,174341847.20000000,1678579199999,54030316.31632000,162022,85610420.60000000,26545553.38127000,0
2023-03-12,0.30510000,0.33110000,0.30130000,0.32980000,148391745.70000000,1678665599999,46331508.90570000,128884,77149304.90000000,24100681.41568000,0
2023-03-13,0.32980000,0.35170000,0.32740000,0.34330000,290767932.50000000,1678751999999,98641344.22879000,268470,156749260.40000000,53175514.69359000,0
2023-03-14,0.34340000,0.36770000,0.33630000,0.34290000,243189873.10000000,1678838399999,85285424.82887000,212910,120743806.60000000,42326631.42059000,0
2023-03-15,0.34290000,0.34640000,0.31570000,0.32410000,262199199.50000000,1678924799999,87303478.96434000,202868,128594236.50000000,42878853.55399000,0
2023-03-16,0.32400000,0.32900000,0.31710000,0.32490000,148328841.20000000,1679011199999,48063578.85104000,138164,71870654.40000000,23294030.64134000,0
2023-03-17,0.32490000,0.35020000,0.32120000,0.34940000,171206542.30000000,1679097599999,57685328.98710000,160226,84573142.80000000,28500305.89673000,0
2023-03-18,0.34940000,0.35720000,0.33500000,0.33710000,160274762.90000000,1679183999999,55729702.22952000,144196,78097449.20000000,27166855.60514000,0
2023-03-19,0.33700000,0.35250000,0.33670000,0.34480000,93233157.90000000,1679270399999,32148684.11285000,97384,47358176.10000000,16333267.33846000,0
2023-03-20,0.34480000,0.34610000,0.33050000,0.33210000,124374313.80000000,1679356799999,42174811.85456000,119529,59928337.60000000,20324022.08006000,0
2023-03-21,0.33210000,0.38700000,0.32910000,0.36960000,288467612.60000000,1679443199999,103396919.87244000,287809,147048547.70000000,52722051.79377000,0
2023-03-22,0.36950000,0.38680000,0.34890000,0.35960000,342137114.00000000,1679529599999,127050524.38391000,359706,172201236.00000000,63987288.46199000,0
2023-03-23,0.35970000,0.38530000,0.35350000,0.37150000,185937483.60000000,1679615999999,68780307.09313000,186486,95616523.50000000,35374166.32978000,0
2023-03-24,0.37160000,0.37250000,0.35520000,0.35960000,112029219.90000000,1679702399999,40641700.92164000,109763,52275535.00000000,18971364.57686000,0
2023-03-25,0.35970000,0.36280000,0.34860000,0.35140000,83603550.10000000,1679788799999,29770936.38946000,83654,37953417.10000000,13530304.27830000,0
2023-03-26,0.35130000,0.36140000,0.34870000,0.35570000,91774166.90000000,1679875199999,32651502.33250000,72275,43527420.90000000,15487753.24119000,0
2023-03-27,0.35580000,0.35720000,0.33660000,0.34550000,127210336.60000000,1679961599999,44183728.29139000,120105,57030489.30000000,19810929.78825000,0
2023-03-28,0.34560000,0.37030000,0.34270000,0.36810000,133375435.60000000,1680047999999,47519006.39241000,136111,70554559.10000000,25157559.78590000,0
2023-03-29,0.36810000,0.39000000,0.36660000,0.38110000,190013782.50000000,1680134399999,72629635.26596000,178531,100307772.10000000,38338579.86960000,0
2023-03-30,0.38110000,0.38760000,0.36970000,0.37610000,147101987.50000000,1680220799999,55535091.32403000,139893,72712810.00000000,27449826.46691000,0
2023-03-31,0.37610000,0.40930000,0.37430000,0.39890000,250714301.70000000,1680307199999,99047877.23995000,254717,124034987.90000000,49021484.47103000,0
2023-04-01,0.39890000,0.40310000,0.38800000,0.39190000,128780899.90000000,1680393599999,50718103.40614000,135642,63529195.00000000,25030384.54890000,0
2023-04-02,0.39200000,0.39280000,0.37560000,0.38150000,102432795.50000000,1680479999999,39260959.47896000,111825,46105241.20000000,17671694.76067000,0
2023-04-03,0.38160000,0.40500000,0.37080000,0.38720000,234427391.60000000,1680566399999,91409070.42097000,264779,114847314.00000000,44792059.40839000,0
2023-04-04,0.38720000,0.40000000,0.38430000,0.38940000,121167900.70000000,1680652799999,47532378.54298000,136688,59488361.00000000,23340482.00981000,0
2023-04-05,0.38950000,0.40000000,0.38680000,0.39230000,92815719.60000000,1680739199999,36615220.47484000,106121,45320124.00000000,17883589.95122000,0
2023-04-06,0.39220000,0.39230000,0.37630000,0.38290000,91098737.90000000,1680825599999,34923643.02087000,104385,42745732.70000000,16385587.94159000,0
2023-04-07,0.38290000,0.38510000,0.37560000,0.38350000,50141413.50000000,1680911999999,19101844.78870000,59864,23443391.30000000,8934353.37531000,0
2023-04-08,0.38350000,0.39050000,0.38040000,0.38530000,61444908.50000000,1680998399999,23773386.86120000,72781,32028314.40000000,12394795.34207000,0
2023-04-09,0.38520000,0.39300000,0.38400000,0.38940000,51708973.80000000,1681084799999,20096179.80782000,69182,26253226.70000000,10204752.42652000,0
2023-04-10,0.38930000,0.39770000,0.38470000,0.39710000,76308355.70000000,1681171199999,29784630.92321000,101297,38882686.20000000,15181329.94463000,0
2023-04-11,0.39710000,0.41300000,0.39400000,0.40140000,143695491.10000000,1681257599999,58079381.92254000,152521,71158942.30000000,28762570.50555000,0
2023-04-12,0.40150000,0.40750000,0.38860000,0.40470000,138821237.20000000,1681343999999,55419429.51489000,145665,72389118.30000000,28927690.26119000,0
2023-04-13,0.40470000,0.42880000,0.39890000,0.42510000,173707588.70000000,1681430399999,71977775.03818000,193003,88144282.70000000,36542306.51739000,0
2023-04-14,0.42510000,0.44400000,0.42280000,0.43810000,235318719.50000000,1681516799999,102313257.17576000,259302,116708577.50000000,50757503.58184000,0
2023-04-15,0.43810000,0.46170000,0.43110000,0.45220000,178424508.60000000,1681603199999,80246325.39692000,206504,90234283.20000000,40591072.19982000,0
2023-04-16,0.45210000,0.45790000,0.44210000,0.45130000,117211504.60000000,1681689599999,52630950.62351000,140521,55127730.70000000,24762697.17571000,0
2023-04-17,0.45120000,0.45150000,0.43100000,0.43410000,144412169.80000000,1681775999999,63560561.58769000,131387,66904640.50000000,29448871.92029000,0
2023-04-18,0.43410000,0.44800000,0.42770000,0.44350000,99428283.10000000,1681862399999,43791494.37854000,100798,48845842.90000000,21523463.10272000,0
2023-04-19,0.44350000,0.44350000,0.40710000,0.41630000,193374494.90000000,1681948799999,81355681.62214000,196729,92797167.10000000,39030165.98552000,0
2023-04-20,0.41630000,0.42210000,0.39340000,0.40070000,161012857.50000000,1682035199999,65800195.92131000,162835,76639261.70000000,31335657.30268000,0
2023-04-21,0.40080000,0.40710000,0.37890000,0.38240000,158842754.20000000,1682121599999,62797906.51197000,151539,75678869.40000000,29932185.00079000,0
2023-04-22,0.38230000,0.39890000,0.38100000,0.39560000,86625445.50000000,1682207999999,33930441.89649000,81820,43012070.40000000,16845847.81134000,0
2023-04-23,0.39560000,0.39560000,0.38000000,0.38860000,82034708.60000000,1682294399999,31840004.05741000,80309,39158310.90000000,15198940.61098000,0
2023-04-24,0.38870000,0.39750000,0.38000000,0.38350000,104338226.40000000,1682380799999,40438674.06987000,97573,49375396.30000000,19135977.58244000,0
2023-04-25,0.38360000,0.39540000,0.37610000,0.39450000,97446645.90000000,1682467199999,37317902.83850000,92271,48259582.00000000,18492414.76085000,0
2023-04-26,0.39440000,0.41930000,0.37780000,0.40140000,189713316.30000000,1682553599999,76023106.67434000,201933,91951375.80000000,36875784.56733000,0
2023-04-27,0.40140000,0.41860000,0.40080000,0.41010000,154240599.80000000,1682639999999,63156409.78502000,170973,74904971.50000000,30677824.63468000,0
2023-04-28,0.41000000,0.41160000,0.39650000,0.40430000,76492344.40000000,1682726399999,30952182.57486000,87075,36123552.20000000,14617103.23241000,0
2023-04-29,0.40440000,0.40770000,0.39910000,0.40240000,42315743.60000000,1682812799999,17087613.33945000,47024,19576654.10000000,7907086.50671000,0
2023-04-30,0.40250000,0.41500000,0.39440000,0.39560000,75755751.40000000,1682899199999,30508534.10836000,85222,35764455.20000000,14416632.98200000,0
